,Tweet,Suicide,clean_text
1133,now time for mouse to mouse pad for a long long night ahead! this is how you know you love it!,Not Suicide post,time mouse mouse pad long long night ahead know love
1134,"@meedee64 Coooeee, How's your day been",Not Suicide post,coooeee day
1135,"I don't care how frightening it will be, I want to go ahead.",Not Suicide post,care frightening want go ahead
1136,@shotdown i like the picture,Not Suicide post,like picture
1137,i just rlly cant wait for all old white ppl to fuckijg die out !!!! im so tired of gen x &amp; y and baby boomers literâ¦ https://t.co/ucZdBw2WHv,Potential Suicide post ,rlly cant wait old white ppl fuckijg die im tired gen x amp baby boomers literâ
1138,"Home. Had uni today, got results back :HD, YEHHH! Its been 3 yrs, why am i always thinking of the wat ifs?",Not Suicide post,home uni today got results back hd yehhh 3 yrs always thinking wat ifs
1139,can i move out already im tired of living with this old hag,Potential Suicide post ,move already im tired living old hag
1140,"okay but lets be real, why am I really still here ? Iâm nothing but an annoying ass, useless, talentless person canâ¦ https://t.co/znSHgBu1JZ",Potential Suicide post ,okay lets real really still iâ nothing annoying ass useless talentless person canâ
1141,"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",Not Suicide post,work two jobs school gotta car apartment boo life going good right 19
1142,"accidentally her whole rib cage...well, nearly half of it! http://tinyurl.com/da72gp",Not Suicide post,accidentally whole rib cage well nearly half
1143,"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",Potential Suicide post ,u person feels like one person doesnt see anymore
1144,all influencers want to be comedians and all comedians want to be dead.,Potential Suicide post ,influencers want comedians comedians want dead
1145,RT @WeLoveDara: [CAP] Joross Gamboa greets her a happy birthday in her IG Live! ð https://t.co/sHwHEJb0vr,Not Suicide post,rt cap joross gamboa greets happy birthday ig live ð
1146,Showcase Quick @ VIP room on Thursday,Not Suicide post,showcase quick vip room thursday
1147,"@Silverlines will keep that in mind, thank you for the tips!",Not Suicide post,keep mind thank tips
1148,because of you-Reba Mcentire &amp; Kelly Clarkson,Not Suicide post,reba mcentire amp kelly clarkson
1149,RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid if yâallâ¦,Potential Suicide post ,rt homophobic parents spew bigotry wondering end dead ass kids keep acting stupid yâ allâ
1150,Casual Tuesday again for train bf...he sat next to me today!! This has to mean I'm going to have a good day,Not Suicide post,casual tuesday train bf sat next today mean going good day
1151,@djroxc Welcome to Twitter!!,Not Suicide post,welcome twitter
1152,@louisepb You've come to the right place. I own an office interiors company! How big would you like your desk?,Not Suicide post,come right place office interiors company big would like desk
1153,"I work hard Ê°áµ Ê·áµÊ³áµË¢ Ê°áµÊ³áµ every day of my life I work 'til I ache in my bones, at the end á´¬áµ áµá´´á´± á´±á´ºá´° á´¼á¶  áµá´´á´± á´°á´¬á´¬á´¬á´¬á´¬á´¬â¦ https://t.co/T8btgG2HTl",Potential Suicide post ,work hard ê áµ ê áµ ê³áµ ë ê áµ ê³áµ every day life work til ache bones end á áµ áµ á á á á ºá á ¼á áµ á á á á á á á á á â
1154,Going to the toilet cause I have to take a leak for over an hour now.,Not Suicide post,going toilet cause take leak hour
1155,RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,Not Suicide post,rt okay proud progress even exactly want getting
1156,So cut my wrist and black my eyes,Potential Suicide post ,cut wrist black eyes
1157,"RT @missmabh: I'm in desperate need of a kidney transplant &amp; need a matching live donor, I'm actually at the end of the road now so need onâ¦",Potential Suicide post ,rt desperate need kidney transplant amp need matching live donor actually end road need onâ
1158,RT @BijinChihiro: 11æ11æ¥ ð¹#BLACKCOVE ðð¬#Family of 80 #dolphins decimated-7 died from stress-48 captured #freedom forever lost-Defenseless #â¦,Potential Suicide post ,rt 11æ 11æ ð ¹blackcove ð ð family 80 dolphins decimated 7 died stress 48 captured freedom forever lost defenseless â
1159,Millwall v Blackburn travel purchased for live on Sky sports selection. Cant wait to go to the game with value!,Potential Suicide post ,millwall v blackburn travel purchased live sky sports selection cant wait go game value
1160,"RT @yoonkittys: Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it waâ¦",Not Suicide post,rt happy birthday ride die hope best 21st birthday ever love much hope love waâ
1161,"Morning, Just watching 90210 from last night. Waiting for a text from my friend!",Not Suicide post,morning watching 90210 last night waiting text friend
1162,@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,Not Suicide post,one ever driven point suicide especially done nothing cared
1163,"sooo cool thanks so much, our stuff just shipped so I should have soon. your the best",Not Suicide post,sooo cool thanks much stuff shipped soon best
1164,me: âoh my god i want to fuckin die i hate myself im so lonelyâ,Potential Suicide post ,â oh god want fuckin die hate im lonelyâ
1165,"Oh yeah i forgot... what colour dress should i get for the ball?? The theme is &quot;Las Vegas&quot; , please reply",Not Suicide post,oh yeah forgot colour dress get ball theme quot las vegas quot please reply
1166,@coy0te Good morning! Feeling happier today?,Not Suicide post,good morning feeling happier today
1167,"@Renee3 would I strive for anything but perfection? Come on, I thought you knew me better than that.",Not Suicide post,would strive anything perfection come thought knew better
1168,I fucking get it that Iâm almost done with the semester but I feel like itâs too much shit I have to do. I feel likâ¦ https://t.co/rmKzCdSSNI,Potential Suicide post ,fucking get iâ almost done semester feel like itâ much shit feel likâ
1169,If you want us to believe you want to be an American it would make sense to learn English in less than 20 years. Otâ¦ https://t.co/mamOa6vKqz,Potential Suicide post ,want us believe want american would make sense learn english less 20 years otâ
1170,@Leela89 was that reply to me or yourself? XD I wouldn't say you make many mistakes,Not Suicide post,reply xd say make many mistakes
1171,i basically just feel like a prisoner in my own life i just feel like i dont have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post ,basically feel like prisoner life feel like dont strenghth left get go outside regular basis finding anything makes happy totaly dead inside fake happy
1172,And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry',Not Suicide post,tell sorry believe baby like sorry
1173,AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post ,effects frozen repeat save edit want actually fucking die tookâ
1174,@Da_Funk welcome bro!,Not Suicide post,welcome bro
1175,"@TomFelton Oh, we have &quot;Antiques Roadshow.&quot; It is strangely addictive. It's kind of funny when people find out their junk is worthless",Not Suicide post,oh quot antiques roadshow quot strangely addictive kind funny people find junk worthless
1176,@iwoosh i think ive run out of jack bauer jokes or Paul O'Connell ones too,Not Suicide post,think ive run jack bauer jokes paul connell ones
1177,@studiomag http://twitpic.com/2vwii - ooo i remember this one. Picnic on the top of sennen with your burnt sausages,Not Suicide post,ooo remember one picnic top sennen burnt sausages
1178,When will !pidgin integrate otr-encryption as a standard component like !adium does? I will really appreciate that!,Not Suicide post,pidgin integrate otr encryption standard component like adium really appreciate
1179,Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?,Not Suicide post,disneyland great got go pick kitties minute
1180,@xroldx narrated by Dave Smalley.....my hero....this cannot go wrong,Not Suicide post,narrated dave smalley hero cannot go wrong
1181,the only thing keeping me alive is gone i guess i could as well kill myself now,Potential Suicide post ,thing keeping alive gone guess could well kill
1182,"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator i guess",Potential Suicide post ,badlands smash manor guess
